id,text,date,title,subtitle,class,category,requirements,participate,level,gov
gov_89,"С 1 июля упрощается процедура государственной регистрации кормовых добавок для животных:   срок её проведения сокращен с 45 до 35 рабочих дней,  введен уведомительный порядок при внесении изменений в уже зарегистрированную продукцию (замена вспомогательных веществ и материалов упаковки). Это позволит снизить административную нагрузку на производителей, быстрее выводить продукцию на рынок и не допустить сбоев в работе отрасли животноводства. Кроме того, расширен список лекарств для ветеринарного применения, которые можно регистрировать в ускоренном порядке – за 60 рабочих дней. Список дополнен отечественными лекарствами, которые заменят импортные аналоги. Также сокращен перечень документов для регистрации ветеринарных препаратов.",Истёк  ,Упрощение регистрации кормовых добавок для животных,Упрощение регистрации кормовых добавок для животных,Business,Regulation,0,0,Федеральный,0
gov_90,"Предпринимателям стало проще оспорить проведение проверок и других контрольно-надзорных мероприятий во время моратория.  Теперь при подаче жалобы о нарушении моратория через специальный сервис на портале госуслуг можно использовать простую электронную подпись, а не усиленную квалифицированную. Ранее простую электронную подпись могли использовать только ИП и граждане.",Истёк  ,Упрощено обжалование проверок во время моратория,Юрлицам разрешили использовать простую электронную подпись,Business,Regulation,0,0,Федеральный,0
gov_91,Гибкие экспортные пошлины на широкий перечень товаров с привязкой к курсу рубля вводятся временно с целью защиты внутреннего рынка от необоснованного повышения цен. Регулирование применяется в целях поддержания рационального соотношения вывоза товаров и внутреннего потребления. Пошлина составит от 4% до 7% в зависимости от курса национальной валюты. При 80 рублях за доллар и ниже она будет нулевой.         Для удобрений пошлина составит до 10% в зависимости от курса рубля.,Действует  ,Гибкие экспортные пошлины с привязкой к курсу рубля,Мера защитит внутренний рынок от необоснованного роста цен,System,Finance,0,0,Федеральный,0
gov_92,"Российские авиакомпании продолжат эксплуатировать самолёты, взятые в лизинг или аренду у иностранных компаний. Это позволит сохранить парк воздушных судов и обеспечить достаточный объём пассажирских авиаперевозок. По утвержденному порядку, отечественные авиакомпании могут зарегистрировать права собственности на эксплуатируемые иностранные самолёты и внести их в госреестр. Страхование, перестрахование и техническое обслуживание бортов будет осуществляться в России.         Вывоз самолётов из страны при наличии требования о досрочном возврате иностранного судна лизингодателю или арендодателю регулируется   и постановлением Правительства по реализации этого указа.",Действует  ,Утверждение порядка эксплуатации иностранных самолётов,Позволит сохранить парк российских авиакомпаний,System,Regulation,0,0,Федеральный,0
gov_93,"Временный запрет на вывоз из России некоторых товаров и оборудования продлён до конца 2025 года.  Экспортное ограничение распространяется в том числе на технологическое, медицинское оборудование, сельхозтехнику, электрическую аппаратуру, турбины, ядерные реакторы, кабели волоконно-оптические, отдельные виды летательных аппаратов, радиолокационные приборы, аккумуляторы, станки для обработки металла. Их вывоз запрещён во все зарубежные страны, за исключением государств – членов Евразийского экономического союза. При этом документом предусмотрен ряд исключений: экспортные ограничения не будут распространяться на образцы медицинских изделий, ранее ввезённые в Россию для государственной регистрации. Запрет также не будет действовать в отношении холодильного оборудования, отдельных видов насосов и ряда категорий судов.",Действует  ,Ограничение на вывоз товаров и оборудования,Временное ограничение на вывоз из страны ряда товаров и оборудования,System,Regulation,0,0,Федеральный,0
gov_94,"Правительство докапитализирует «Российские железные дороги» («РЖД») за счёт средств Фонда национального благосостояния (ФНБ). Средства будут направлены в том числе на развитие железнодорожной инфраструктуры и подвижного состава. Это позволит обеспечить бесперебойную работу целого ряда отраслей экономики, деятельность которых напрямую зависит от железнодорожных перевозок. Решение о докапитализации принято в рамках плана первоочередных действий по обеспечению развития российской экономики в условиях внешних санкций. Речь идёт о приобретении за счёт средств ФНБ по закрытой подписке привилегированных акций «РЖД» на сумму 250 млрд рублей. Средства будут направлены на: – модернизацию железнодорожной инфраструктуры БАМа и Транссиба; – развитие железнодорожной инфраструктуры Центрального транспортного узла;",Действует  ,Докапитализация «РЖД»,Средства будут направлены в том числе на развитие ж/д инфраструктуры и подвижного состава,System,General,0,0,Федеральный,0
gov_95,"Для поддержки перевозчиков Правительство решило приобрести облигации трёх российских авиаперевозчиков: «Уральские авиалинии», «Сибирь» и «Аврора». На эти цели направлено 17 млрд рублей из Фонда национального благосостояния. На приобретение облигаций авиакомпании «Сибирь» предусмотрено более 13,7 млрд рублей, «Уральских авиалиний» – около 3 млрд рублей, «Авроры» – почти 366 млн рублей.",Действует  ,Докапитализация авиакомпаний,За счёт средств Фонда национального благосостояния,System,General,0,0,Федеральный,0
gov_96,"Правительство разрешило ввоз в страну востребованных оригинальных товаров иностранного производства без согласия правообладателей. При этом гражданско-правовая ответственность за ввоз продукции импортерами в обход официальных каналов дистрибуции (параллельный импорт) отменена, но параллельный импорт в первую очередь призван исключить ответственность за оборот продукции именно внутри страны без согласия правообладателя. Перечень товаров сформировал Минпромторг России. В список внесены автомобили и запчасти, электроника, бытовая техника, одежда, обувь, косметика, музыкальные инструменты, часы, мебель, бумага и картон, промышленное оборудование и материалы, фармацевтическая продукция и др. В отношении товаров из перечня, ввозимых в страну в рамках параллельного импорта, будут осуществляться все необходимые таможенные и контрольные процедуры.  Легализация параллельного импорта поможет обеспечить внутренний рынок востребованными товарами и позволит стабилизировать цены на них.",Действует  ,Легализация параллельного импорта,Ввоз в страну востребованных иностранных товаров без согласия правообладателей,System,General,Ввоз товаров из утвержденного перечня.,0,Федеральный,http://publication.pravo.gov.ru/Document/View/0001202205060001; http://government.ru/news/44987/
gov_97,"Новый информационный сервис позволит собрать сведения по льготным займам, выдаваемым кредитными организациями бизнесу в рамках госпрограмм. Сервис будет работать на базе блокчейн-платформы Федеральной налоговой службы (ФНС). К платформе уже подключены более 70 кредитных организаций, они прокредитовали около 1,4 тыс. компаний, в том числе системообразующие предприятия промышленности, торговли, агропромышленного сектора, энергетики.     Кредитные организации, участвующие в программах льготного кредитования бизнеса, будут предоставлять данные о заявках по кредитам и о выданных займах не только в профильные министерства, но и в информационный сервис ФНС.",Действует  ,Мониторинг льготных программ кредитования бизнеса,Запуск нового информационного сервиса для оценки эффективности льготного кредитования,System,Regulation,0,Постановление от 08 июля 2022 года №1221,Федеральный,http://government.ru/docs/45973/
gov_98,"Пункты пропуска через государственную границу России оборудуют дополнительными местами для проверки товаров. Это позволит увеличить грузопоток и ускорить ввоз необходимой продукции в страну.  Речь идет о трёх пунктах:          морской пункт пропуска Кавказ, через который прибывают товары из Турции,          автомобильный пункт пропуска Яраг-Казмаляр на российско-азербайджанской границе,           автомобильный пункт пропуска Верхний Ларс на российско-грузинской границе, через который идут поставки из Азербайджана, Армении, Грузии, Турции и Ирана.",Действует  ,Расширение пунктов пропуска через границу,Позволит ускорить ввоз товаров в страну,System,General,0,0,Федеральный,0
gov_99,"Для дополнительной поддержки ов в условиях внешних санкций определены правила реструктуризации бюджетных кредитов, срок погашения которых истекает в 2022 году.     В этом году ы полностью освобождаются от погашения задолженности по бюджетным займам. В 2023–2024 годах им разрешается погашать по 5% от суммы задолженности ежегодно, а с 2025 по 2029 год остаток долга должен выплачиваться равными долями. При этом есть возможность досрочного погашения задолженности.",Действует  ,Снижение долговой нагрузки регионов,Дополнительная поддержка регионов в условиях внешних санкций,System,Finance,Средства направляются на региональные инфраструктурные проекты.,Постановление от 28 мая 2022 года №976,Региональный,http://government.ru/docs/45576/
gov_100,"Селекционно-племенной птицеводческий комплекс построят в Подмосковье. Предприятие позволит обеспечить российские птицефабрики отечественными мясными породами кур, преодолеть зависимость птицеводов от импорта племенного материала и повысить продовольственную безопасность страны.  Общая стоимость строительства комплекса составит 5 млрд рублей. 4,5 млрд рублей выделено в этом году. Оставшиеся 500 млн рублей, необходимые для завершения работ, планируется выделить в 2023 году.",Действует  ,Создание селекционно-племенного птицеводческого комплекса,5 млрд рублей на строительство предприятия в Подмосковье,System,General,0,0,Федеральный,0
gov_101,"Срок согласования изменений в схемы территориального планирования ов составит не более 10 дней (ранее – не более 1 месяца). Это касается проектов строительства, которые реализуются за счет бюджетных средств, реконструкции объектов ального значения и приведения альных схем территориального планирования в соответствие с документами территориального планирования страны. В остальных случаях согласование изменений в схемы территориального планирования составит не более 20 дней (ранее – не более 1 месяца). При этом подготовка, согласование и опубликование проекта схемы территориального планирования будет проходить в электронном виде – с помощью федеральной государственной информационной системы территориального планирования. Это ускорит взаимодействие органов власти и организаций, отвечающих за территориальное планирование.         Мера позволит ам проще и быстрее согласовывать документы территориального планирования, необходимые для создания комфортной городской среды.",Действует  ,Сокращен срок согласования документов территориального планирования,Также упрощена процедура согласования,System,Regulation,0,0,Федеральный,0
gov_102,"Правительство расширило перечень случаев использования резервов госфонда для стабилизации внутренних цен на сельхозпродукцию, в том числе сахар. Постановление об этом подписано. Речь идёт о фонде, который формируется в ходе государственных закупочных интервенций. Государство закупает продукцию у аграриев в этот фонд, когда цены на рынке низкие. В случае заметного роста цен – продаёт, тем самым стабилизируя ситуацию на рынке. До недавнего времени государственные интервенции проводились только на рынке зерна, но в июне 2021 года было принято решение о формировании государственного интервенционного фонда на рынке сахара. Согласно новым правилам, Правительство сможет принимать решение о продаже сельхозпродукции из госфонда при росте цен на эту продукцию на 10% и выше по сравнению со средней ценой за аналогичные периоды трёх предыдущих лет, скорректированной с учётом инфляции. Перечень предприятий и организаций, которым будет реализовываться эта продукция, уполномочен определять Минсельхоз по согласованию с Минэкономразвития, Минфином и Федеральной антимонопольной службой. Дополнительно новым постановлением предусмотрена возможность передачи сельскохозяйственной продукции от одного хранителя к другому, если есть риск снижения сохранности такой продукции или ухудшения её качества.",Действует  ,Стабилизация цен на сельхозпродукцию,Продажа продукции из госфонда в случае роста цен,System,General,0,0,Федеральный,0
gov_103,"Правительство обеспечит возможность возврата гражданам стоимости билетов на рейсы, которые были отменены из-за внешних ограничений, а также из-за закрытия аэропортов на юге и в центральной части России. На эти цели выделено 19,5 млрд рублей. Субсидии помогут авиакомпаниям вернуть пассажирам денежные средства не менее, чем за 1 млн билетов. Господдержка позволит перевозчикам сберечь собственные оборотные средства, а значит, они будут иметь финансовые ресурсы для обеспечения безопасности полётов и поддержания лётной годности воздушных судов.",Действует  ,Субсидии авиакомпаниям на возврат денег пассажирам,"Возврат денег пассажирам авиакомпаний, отменивших рейсы из-за внешних ограничений и закрытия аэропортов",System,Finance,Субсидии авиакомпаниям по результатам отбора.,"Росавиация один раз в 3 месяца(до 25 мая, до 25 августа, до 25 ноября 2022 года) размещает на  едином портале бюджетной системы Российской Федерации , а также при необходимости на  официальном сайте Росавиации  объявление о проведении отбора. У авиакомпании на момент отбора не должно быть неисполненной обязанности по уплате налогов, просроченной задолженности по возврату в федеральный бюджет других субсидий. Перевозчик не должен находиться в процессе реорганизации, а также быть иностранным юридическим лицом. По состоянию на дату подачи заявки авиакомпания осуществила расторжение договоров перевозки пассажиров по внутренним и международным направлениям. Для участия в отборе авиакомпания размещает на едином портале бюджетной системы заявку с указанием запрашиваемого размера субсидии. Росавиация в течение 14 календарных днейсо дня окончания срока подачи заявок рассматривает их на предмет полноты содержащихся в них сведений и правильности оформления и принимает решение о соответствии заявки требованиям. По результатам отбора Росавиация в течение 7 календарных дней со дня принятия решения о соответствии заявки требованиям отбора и заключении соглашения размещает на едином портале бюджетной системы и официальном сайте Росавиации информацию о результатах рассмотрения заявок. Росавиация не позднее 10-го рабочего дня со дня принятия решения о соответствии заявки требованиям отбора заключает с авиакомпанией соглашение и перечисляет субсидию на расчетный счет авиакомпании, открытый в кредитной организации.",Федеральный,0
gov_104,"Резервный фонд Правительства РФ увеличится на 1,345 трлн рублей. Источники увеличения – неиспользованные средства федерального бюджета (образовавшиеся на 1 января 2022 года) и дополнительные нефтегазовые доходы, полученные в 2022 году. Эти средства направят в том числе и на обеспечение стабильности экономики в условиях санкций. Резервный фонд Правительства создан для финансирования непредвиденных расходов и мероприятий федерального значения, не предусмотренных в законе о федеральном бюджете на соответствующий финансовый год.     Средства из фонда направляются на социально значимые цели. В 2022 году фонд уже стал источником финансирования ежемесячных выплат на детей от 8 до 17 лет, закупок бесплатных лекарств для больных коронавирусом, переобучения безработных, поддержки IT-отрасли, предоставления льготных займов промышленным предприятиям.",Действует  ,Увеличение резервного фонда Правительства,Средства будут направлены в том числе на обеспечение стабильности экономики в условиях внешних ограничений,System,Finance,0,0,Федеральный,0
gov_105,"Принято решение об упрощении процедуры государственной регистрации медицинских изделий, что позволит избежать их дефицита. Госрегистрация требуется для вывода медицинских изделий – ввезённых из-за границы или произведённых в России – на рынок. Упрощённая процедура позволит получить все необходимые для этого документы в максимально короткие сроки. Так, для отдельных медизделий срок регистрации будет сокращён с 50 до 22 рабочих дней, для других – до 5 рабочих дней.      Перечень медицинских изделий, которые можно будет регистрировать в упрощённом порядке, определит специальная межведомственная комиссия. Она будет создана в ближайшее время. В её состав в том числе войдут представители Минздрава, Минпромторга, Минфина, Минэкономразвития, Федеральной антимонопольной службы, Федеральной таможенной службы, Федеральной налоговой службы.",Действует  ,Упрощение правил регистрации медизделий,Сокращение срока государственной регистрации медицинских изделий,System,Regulation,0,0,Федеральный,0
gov_106,"Процедура государственной регистрации отдельных лекарственных препаратов упрощена, что позволяет избежать их дефицита и перебоев с поставками в аптеки, поликлиники и больницы.  Госрегистрация требуется для вывода препаратов на рынок – как ввезённых из-за границы, так и произведённых в России. Упрощённая процедура позволяет получить все необходимые для этого документы в максимально короткий период. В целом срок проведения госрегистрации и экспертизы качества лекарственных средств сократился на 30 дней. Медикаменты, которые можно будет регистрировать в упрощённом порядке, определяет специальная межведомственная комиссия. Её состав утверждается Минздравом. Также по решению межведомственной комиссии вновь зарегистрированные зарубежные препараты могут продаваться в России в иностранной упаковке с этикеткой на русском языке.  Что касается незарегистрированных в России препаратов, то они могут использоваться в случае выдачи временного разрешения.",Действует  ,Упрощённая госрегистрация лекарств,До 31 декабря 2024 года,System,Regulation,0,0,Федеральный,0
gov_107,"Семьи мобилизованных граждан, проживающие в квартирах, где по тем или иным причинам невозможно использовать индивидуальные приборы учёта, не будут оплачивать услуги по водо- и газоснабжению за своих отсутствующих родственников.  Сейчас при отсутствии индивидуальных приборов учёта или при их неисправности оплата коммунальных услуг рассчитывается по установленным нормативам, исходя из количества проживающих в квартире граждан. Мобилизованные также входили в это число, хотя в силу своего фактического отсутствия не пользовались системами водо- и газоснабжения. Теперь это будет учитываться в платёжной квитанции.",Действует  ,Льготы на оплату ЖКУ для семей мобилизованных,Отменяется оплата ЖКУ за мобилизованных в период их службы,People,Social,"Родственникам мобилизованного необходимо представить в управляющую компанию документ из военкомата, подтверждающий факт мобилизации",0,Федеральный,http://government.ru/news/51348/
gov_108,"Работники находящихся в простое предприятий из приграничных регионов, а также граждане, эвакуированные с территорий Белгородской, Брянской и Курской областей, могут трудоустраиваться к другому работодателю на полную ставку без предъявления документов об образовании и квалификации.",Действует  ,Порядок трудоустройства работников из приграничных районов,0,People,General,0,0,Федеральный,0
gov_109,"Ветераны СВО могут получить доплату от фонда «Защитники Отечества» за технические средства реабилитации, которые они приобретают по электронному сертификату Социального фонда России. Таким образом, ветераны будут обеспечены более дорогостоящими и высокотехнологичными средствами реабилитации.    Будет оказана поддержка по более широкому перечню обращений, благодаря появившейся у фонда возможности перечислять средства пожертвований благотворительным организациям, помогающим демобилизованным бойцам и семьям погибших.",Действует  ,Расширены возможности фонда «Защитники Отечества»,0,People,Social,0,0,Федеральный,0
gov_110,"С 1 ноября 2024 года справку об участии в специальной военной операции (СВО) можно получить через портал госуслуг. До сих пор справки об участии в СВО не имели единого образца и выдавались командирами воинских частей или военкоматами. Это затрудняло процесс их получения бойцами и родственниками тех, кто участвует в спецоперации.         Подписанное постановление не только регламентирует выдачу справок для бойцов и их родственников через «Госуслуги», но и устанавливает единый образец справки. С её помощью они получают различные меры социальной поддержки, установленные региональными властями.",Действует  ,Упрощение порядка получения справки об участии в СВО,С 1 ноября 2024 года справку можно получить через портал госуслуг,People,General,0,0,Федеральный,0
gov_111,"В 2024 году продолжается обучение безработных граждан и работников, находящихся под риском увольнения по востребованным на локальным рынкам труда профессиям.  Стать участником проекта также могут: – участники СВО и члены семей участников СВО, погибших при выполнении задач в ходе боевых действий – отдельные категории молодежи до 35 лет – граждане, находящиеся в отпуске по уходу за ребенком до 3 лет;",Действует  ,Бесплатное обучение по востребованным специальностям,"Для безработных, находящихся под риском увольнения, участников СВО и членов семей погибших",People,Social,"Особенность программы - обучение востребованным на локальном рынке труда направлениям. Перед началом обучения граждане заключают трехсторонний договор. Трехсторонний договор заключается между гражданином, образовательной организаций и работодателем (или органами службы занятости если гражданин безработный и отсутствует работодатель).","Подать   на портале «Работа России», а также пройти профориентацию, чтобы определить подходящую сферу деятельности, подобрать соответствующую программу обучения.",Федеральный,http://government.ru/docs/all/152307/; http://government.ru/docs/all/134457/
gov_112,Отправить посылки весом до 10 кг военнослужащим в зону проведения спецоперации можно бесплатно. Обеспечить бесплатную доставку поручено Минцифры совместно с «Почтой России».,Действует  ,Бесплатная доставка посылок,Всем участникам спецоперации,People,Social,Вес посылки – до 10 кг,"Число посылок, которые может оформить один отправитель, не ограничено. Подробную информацию можно получить в контакт-центре «Почты России» по телефону 8-800-100-00-00.",Федеральный,0
gov_113,"Участники добровольческих формирований могут получить бесплатную медицинскую помощь в военно-медицинских подразделениях, частях и организациях. Это медпомощь в экстренной, неотложной и плановой формах. Отвечают за ее организацию командующие войсками военных округов, к которым прикреплено добровольческое формирование.   Также добровольцам полагаются бесплатные лекарства и медицинские изделия по назначению врача из военно-медицинской организации, в том числе за счет средств обязательного медицинского страхования.",Действует  ,Бесплатная медицинская помощь добровольцам,"Экстренная, неотложная, плановая медпомощь и обеспечение лекарствами",People,Social,"Нахождение в добровольческих формированиях, содействующих выполнению задач, возложенных на Вооруженные Силы РФ.",0,Федеральный,http://government.ru/docs/47887
gov_114,"Граждане, работающие в районах Крайнего Севера и приравненных к ним местностях и проходящие военную службу по мобилизации или по контракту, смогут воспользоваться положенной по закону льготой на бесплатный проезд в отпуск после возвращения со службы. Право на компенсацию имеют граждане, которые работают на Крайнем Севере и приравненных к нему территориях. Раз в два года за счёт работодателя им возмещается стоимость проезда и провоза багажа к месту отпуска и обратно. По Трудовому кодексу с мобилизованными или подписавшими контракт на прохождение воинской службы трудовой договор по месту работы приостанавливается, но сохраняется. Таким образом, право на компенсацию проезда в отпуск и обратно у них остаётся. Чтобы они смогли воспользоваться льготой после возвращения, Правительство приняло решение закрепить эту норму постановлением.       Использовать накопленную льготу такие граждане смогут один раз в год.",Действует  ,Бесплатный проезд для проходящих военную службу работников Крайнего Севера,Бесплатный проезд в отпуск после возвращения со службы,People,Social,"Наличие трудового договора с организацией, расположенной в районах Крайнего Севера или приравненных к ним местностях.",0,Федеральный,http://government.ru/news/50948/
gov_115,"Граждане, призванные на военную службу по мобилизации в Вооруженные Силы РФ, имеют право заключить соглашение о рассрочке коммунальных платежей. Для получения рассрочки собственник (квартиросъемщик) должен написать заявление в управляющую или ресурсоснабжающую организацию.   В заявлении нужно указать причины, по которым собственник просит о рассрочке. К заявлению желательно приложить копии документов, подтверждающих обоснованность просьбы. Если гражданин не успел заранее сообщить о своем отсутствии в управляющую организацию и не платит при этом за жилищно-коммунальные услуги, то по возвращении домой он может подать заявление о погашении долга в рассрочку.",Действует  ,Внесение платы за ЖКУ в рассрочку,Заявление можно подать и после возвращения со службы,People,Finance,"Все заявления рассматриваются исполнителями коммунальных услуг в индивидуальном порядке. Нужно обратиться с заявлением к исполнителю коммунальной услуги. Потребуется:       *Если от лица собственника действует представитель, нужно предоставить доверенность.",0,Федеральный,http://government.ru/docs/all/143477/
